wilayah,kecamatan,kelurahan,nama_mini_market,nama_pemilik,alamat,luas_efektif_usaha,nomor_siup,nomor_tdp,nomor_uug,nomor_domisili,nomor_imb,nomor_slf,izin_operasional,jam_buka,jam_tutup,status_kepemilikan,jarak_dengan_pasar_tradisional,keterangan,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Ruko Plaza De Lumina TSI RW.07,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Ruko Perum Kosambi Baru RW.015,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Ruko Perum Kosambi Baru RW.010,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Ruko Perum TSI RW.011,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Jl. Kresek Raya RW.012,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,580/11/JB/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Jl. Kresek Raya No. 21 RT.004/08, 120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,396/-1.824. 1/DK/2015 Tgl. 10/10/ 2014,06819/ IMB/2014,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Jl. Raya Duri Kosambi RT.003/08,120 M,00254-02/PB/ P/1.824.271,09.02.5.47.34244 Tgl. 25/10/ 2013,40/ii/jb/2010 Tgl. 11/02/ 2010,296/1.824. 1/DK/2014 Tgl. 23/07/ 2014,5334/IMB/1991,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Jl. Raya Duri Kosambi RW.02,160 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Ruko Perum TSI RW.07,160 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Ruko TSI RW.07,160 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Jl. Nusa Indah Utama Blok A Ext 1 No. 29 RT.004/015,180 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,131/2/JB/2013 Tgl. 22/02/ 2013,164/1.824. 1/2014 Tgl. 10/04/ 2014,06912/ IMB/2004,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret,PT. Indomarco Prismatama,Perum Kosambi Baru RW.010,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret Pos,PT. Indomarco Prismatama,Jl. Raya Duri Kosambi (Kantor Pos) RW.07,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Indomaret Plus,PT. Indomarco Prismatama,Ruko TSI Blok H No. 10 RT.015/011,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,639/7/JB/2013 Tgl. 02/08/ 2013,284/1.824. 1/DK/2014 Tgl. 14/07/ 2014,02964/ IMB/1996,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfa Midi,PT. Midi Utama Indonesia,Jl. Raya Duri Kosambi RT.014/02,120 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,182/4/JB/2014 Tgl. 22/04/ 2014,80/1.824.1/2014 Tgl. 21/02/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfa Midi,PT. Midi Utama Indonesia,Jl. Raya Duri Kosambi RT.003/07,100 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,988/11/JB/ 2013 Tgl. 29/11/ 2013,377/1.824. 1/2014 Tgl. 7/11/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfa Midi,PT. Midi Utama Indonesia,Jl. Semanan AMD 1 RT.010/02,100 M,0032/PB/VII/ BPPMPT/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Koki Mart,,Ruko Plaza De Lumina TSI RW.07,140 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Duri Kosambi,Mor,PT. Moradi,Ruko Perum TSI RW.011,120 M,06441-03/ PM/1.824.271 Tgl. 03/05/ 2013,09.02.1.46.41043 Tgl. 07/05/ 2013,303/4/JB/2013 Tgl. 19/04/ 2013,147/1.824. 1/2013 Tgl. 14/04/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Duri Kosambi,Circle K,PT. Circleka Indonesia Utama,Jl. Lingkar Luar Barat No. 36,100 M,00012-05/ PB/P/1.824. 271 Tgl. 27/08/ 2010,09.04.1.46.30753,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Utama Raya No. 26 RT 004/03,120 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33910,73/2/JB/2010,283/1.751. 21/2012,,,3743/ -1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Anggrek Utama No. 5D RT 013/012,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,314/6/JB/2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Cendrawasih No. 12 RT 007/06,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kamal Raya No. 40 RT 007/014,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,153/8/JB/2008,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman Kencana Blok C1 No. 5-6 RT 003/012,120 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33911,200/I/DU/JB/ 11/2011,284/1.751. 21/2012 Tgl. 10/05/ 2012,,,3743/-1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Ruko Taman Palem Lestari Blok A 11 No. 11 RT.005/016,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Daan Mogot KM. 14 SPBU,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Komp. Kebersihan No. 41 RT.013/010,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,134/3/JB/2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Outering Road (BSI) RT.006/03,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Jl. Utama Raya No. 60 C RT 001/01,140 M,00254-02/PB/ P/1.824.271,09.02.5.47.34226 tgl. 25/10/ 2013,87/III/JB/2010 Tgl. 05/03/ 2010,469/1.758. 21/2014 Tgl. 14/07/ 2014,6048/IMB/95 Tgl. 18/06/ 1995,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Ruko Galaxi Blok R-5 R-6 RT.013/08,160 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,148/3/JB/2013 Tgl. 01/03/ 2013,472/1.758. 21/2014 Tgl. 14/07/ 2014,06313/ IMB/2001 Tgl. 26/07/ 2001,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Taman Palem Lestari Blok A 11 No. 1 RT.005/016,180 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,274/4/JB/2013 Tgl. 19/04/ 2013,473/1.758. 21/2014 Tgl. 14/07/2014,03085/ IMB/2001 Tgl. 11/04/ 2001,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Jl. Taman Palem Lestari (Ruko Palem Square) Blok G No. 9-10                          RT.008/015,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,173/IV/JB/ 2010 Tgl. 19/04/ 2013,471/1.758. 21/2014 Tgl. 14/07/ 2014,9525/IMB/2009 Tgl. 30/09/ 2009,,4705/ -1.824.26 Tgl. 31/08/ 2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Jl. Taman Kencana Blok C No. 1-2 RT 003/012,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,157/I/DU/JB/12/2014 Tgl. 17/12/ 2014,276/1.758. 21/2014 Tgl. 10/04/ 2014,6660/IMB/1990 Tgl. 22/08/ 1990,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Taman Palem Lestari Blok C5 No. 33 RT.007/05,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Jl. Bambu Larangan RT.001/05,140 M ,00254-02/PB/ P/1.824.271,09.01.1.46.02196,213/V/JB/ 2010 Tgl. 07/05/ 2010,697/1.758. 21/2014 Tgl. 17/11/ 2014,0032/IMB/2005 Tgl. 24/01/ 2005,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Indomaret,PT. Indomarco Prismatama,Jl. Sumur Bor Raya RT.007/02,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,38/1/2/JB/ 2011 Tgl. 30/12/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfa Midi,PT. Midi Utama Indonesia,Jl. Utama Raya No. 5 RT.004/03,120 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,9659/IMB/2010,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfa Midi,PT. Midi Utama Indonesia,Jl. Kamal Raya No. 2 RT.012/02,120 M,0032/PB/VII/ BPPMPT/ 2013,30.06.1.46.04463,989/11/JB/ 2013 Tgl. 29/11/ 2013,793/1.751. 21/2013 Tgl. 10/10/ 2013,7600/IMB/2012,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Alfa Midi,PT. Midi Utama Indonesia,Jl. Sumur Bor Raya RT.007/02,120 M,0032/PB/VII/ BPPMPT/ 2013,30.06.1.46.04463,347/7/JB/2014 Tgl. 07/07/ 2014,352/1.751. 21/2014 Tgl. 20/05/ 2014,10395/ IMB/2012,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Yotta Mart,,Jl. Cenderawasih Raya RT.009/07,120 M,,,,,,,,,,,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Boedy MM,,Jl. Mesjid IV/30 RT 010/02,100 M,,,,,,,,,,,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Barat,Ceriamart,,Taman Palem Lestari BlokA5 No. 51-52 RT.001/06 ,120 M,,,,,,,,,,,> 500 M,Wkc,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Bangun Nusa Raya No.15 RT.06/02,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,212/5/JB/2014,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Bangun Nusa 2          RT.001/015,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,206/9/JB/2008,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Fajar Baru No.14 RT.006/07,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kincir Raya RW 6,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,45/1/JB/2013,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kamal Raya No.53 No.53 RT.001/06,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Kp. Utan Bahagia RT.006/07,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Kamal Muara,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Golf Flake,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfamart,PT. Sumber Alfaria Trijaya,Fajar Baru Selatan RT.009/04,160 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Indomaret,PT. Indomarco Prismatama,JL. Daan Mogot KM. 13 RT.001/01,140 M,00254-02/PB/ P/1.824.271,09.02.5.47.34287 Tgl. 25/10/ 2013,143/4/jb/2014 Tgl. 01/04/ 2014,1057/1.824.2/2014 Tgl. 15/10/ 2014,,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Indomaret,PT. Indomarco Prismatama,Jl. Bangun Nusa Raya Blok H6 AB 5A-5B RT.001/03,140 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Indomaret,PT. Indomarco Prismatama,Jl. Nurul Amal No. 63 B RT. 015 /05,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,149/I/DU/JB/ 12/2014 Tgl. 17/12/ 2014,1199/1.824.2/2014 Tgl. 17/11/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Indomaret,PT. Indomarco Prismatama,Jl. Fajar Baru No.9 RT.09/04,180 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Indomaret,PT. Indomarco Prismatama,Jl. Fajar Baru Utara  RT.005/08,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,273/4JB/2013 Tgl. 19/04/ 2013,704/1.824. 2/ 2014 Tgl. 08/07/ 2014,10518/ IMB/2011 Tgl. 04/10/ 2011,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Indomaret,PT. Indomarco Prismatama,Perumnas RT.011/10,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Indomaret,PT. Indomarco Prismatama,Komp. City Resort Blok A 21 RT.007/014,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,255/JB/2012 Tgl. 11/06/ 2012,0116/1.824.1/2012 Tgl. 10/02/ 2012,,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfa Midi ,PT. Midi Utama Indonesia,Jl. Pangrango (Perumnas) D16/21  RT. 012/10,100 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,68/2/JB/2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Alfa Midi ,PT. Midi Utama Indonesia,Jl. Kapuk Cengkareng (Golflake) RT.014/011 ,100 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,867/10/JB/ 2013 Tgl. 25/10/ 2013,278/1.824. 1/2013 Tgl. 25/03/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Timur,911 (Nine One One) ,,Blok C 6 RW.014 ,100 M,,,,,,,,'07.00,'22.00,,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Cengkareng Timur,Toko Artha,,Jl. Fajar Baru Selatan No. 70 RT.012/012 ,100 M,,,,,,,,'07.00,'22.00,,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kebon Jahe No. 50 Rt. 013/003,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Batu Bulan RT.001/08,120 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33914,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Melati Raya No. 3 RT.010/09,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kapuk Raya No. 8 RT.003/012,120 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33909,234/10/JB/ 2007,183/1.824. 1/V/2012 Tgl. 10/05/ 2012,,,3743/ -1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kapuk Raya No. 15A RT. 003/03,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,136/3/JB/2010,031/1.824. 1/I/2010,,,3743/ -1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Pedongkelan Dalam No. 76 RT. 009/013,160 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,241/5/JB/2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Pedongkelan Raya  RT. 011/013,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Melati Indah Raya No. 1 RT. 003/014,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,318/6/JB/2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Daan Mogot Estate RT.003/015,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkc,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Kapuk Raya 1B No.2 RT. 007/002,140 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,900/10/JB/ 2013 Tgl. 31/10/ 2013,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Tenis Raya No. 27 RT.001/08,140 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,256/JB/2012,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Kapuk Pulo No. 19 RT. 010/010,120 M,00254-02/PB/ P/1.824.271,09.02.5.47.34223 Tgl. 25/10/ 2013,471/VIII/JB/ 2010 Tgl. 31/08/ 2010,281/1.824. 1/VII/2014 Tgl. 08/07/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Kapuk Raya No. 18 F RT.003/012,120 M,00254-02/PB/ P/1.824.271,09.02.5.47.34288 Tgl. 25/10/ 2013,72/I/DU/JB/ 2014 Tgl. 21/07/ 2014,284/1.824. 1/VII/2014 Tgl. 08/07/ 2014,,,4705/ -1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Kapuk Raya No. 8 RT. 003/012,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Pedongkelan Belakang No. 83 RT. 002/013,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,71/I/DU/JB/ 2014 Tgl. 21/07/ 2014,287/1.824. 1/VII/2014 Tgl. 08/07/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Cengkareng Indah Blok FD No. 13 RT.010/014,140 M,00254-02/PB/ P/1.824.271,09.02.5.47.34243 Tgl. 25/10/ 2013,360/VII/JB/ 2010 Tgl. 16/07/ 2010,282/1.824. 1/VII/2014 Tgl. 08/07/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Indomaret,PT. Indomarco Prismatama,Jl. Pedongkelan RT.010/016,160 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,650/8/JB/2013 Tgl. 23/08/ 2013,285/1.824. 1/VII/2014 Tgl. 08/07/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kapuk,Alfa Midi ,PT. Midi Utama Indonesia,Jl. Kapuk Raya No. 12 RT.005/011,100 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,804/10/JB/ 2013 Tgl. 10/10/ 2013,140/1.824. 1/IV/2013 Tgl. 19/04/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kapuk,Ceriamart,DWI HERIYANI,Jl. Melati Raya No. 9 RT.10/09,120 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfamart,PT. Sumber Alfaria Trijaya,Jl Manggis Raya RW 06,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfamart,PT. Sumber Alfaria Trijaya,Jl Rawa Buaya Raya No. 35 RT.003/01,120 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33913,285/X/JB/2009,170/1.824. 15 Tgl. 11/05/ 2012,,,3743/ -1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,Kin/ Kpd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Belimbing Raya RW. 05,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
