wilayah,kecamatan,kelurahan,nama_mini_market,nama_pemilik,alamat,luas_efektif_usaha,nomor_siup,nomor_tdp,nomor_uug,nomor_domisili,nomor_imb,nomor_slf,izin_operasional,jam_buka,jam_tutup,status_kepemilikan,jarak_dengan_pasar_tradisional,keterangan,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Jelambar Utama Raya RW.002,84 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,1430/12/ 2006,,03900/ IMB/1997,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Taman Harapan Indah Ruko Blok BB No. 15 ,80 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,608/7/JB/ 2013 Tgl. 18/07/ 2013,,5274/IMB/79 Tgl. 02/08/ 1979,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Jelambar Jaya IV/2E RT.001/09,40 M,05733-03/ PM/1.824.271 Tgl. 30/01/2013,09.02.3.46. 12204 Tgl. 04/02/ 2013,101/2/JB/ 2013 Tgl. 14/02/ 2013,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Indomaret,PT. Indomarco Prismatama,Jl. Komp. Pakuwon Gg. B No. 9 RT.007/09,,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,269/I/DU/ JB/12/2011 Tgl. 05/10/ 2011,035/1.824.07 Tgl. 01/02/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Alfa Midi,"Rinekso Widyanto, SE",Jl. Jelambar Utama Raya No. 5 RT.007/04,100 M,0032/PB/ VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/ 2013,513/10/JB/2010,298/2014,,,,'24 Jam,'24 jam,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Starmart,Edison Manalu,Apartemen Latumenten,100 M,,,,356/2014,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Family Mart,,Jl. Jelambar Baru Raya,150 M,,,,,,,,'24 Jam,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Ceria Mart,,Jl. Jelambar Utama Raya No. 16 RT.002/04,40 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Mels Mart,,Jelambar Jaya RT.012/02,100 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar Baru,Duta Buah,,Komp. Taman Duta Mas RT.005/012,100 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Hadiah II Kav. Polri Blok D VIII No.1160B RT.10/01,150 M,0025/PB/ VII/BPPT/ 2011,09.02.3.51. 104957,83/III/JB/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jelambar Utama Raya No.116 B RT.10/08,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,312/VI/ 2010,,7192/IMB/1995,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Satria Raya  No.10 RT.007/04,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Alfamart,PT. Sumber Alfaria Trijaya,JL. KAV. POLRI BLOK DXIV,140 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'07.30,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Indomaret,PT. Indomarco Prismatama,Jl. Empang Bahagia Raya No.49A RT.011/06,140 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 34258 Tgl. 25/10/ 2013,339/5/JB/ 2013 Tgl. 03/05/ 2013,182/1.824.2/2013 Tgl. 23/04/ 2014,5984/IMB/95 Tgl. 08/06/ 1995,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Indomaret,PT. Indomarco Prismatama,Jl. Kav. Polri Blok E V No.1369,160 M,0025/PB/ VII/BPPT/ 2011,09.01.1.46. 02196,316/I/DU/ JB/XII/2011 Tgl. 13/12/ 2011,,04116/ IMB/00 Tgl. 12/07/ 2000,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Indomaret,PT. Indomarco Prismatama,Jl. Jelambar Baru Raya No. 57 RT.11/07,180 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 34259 Tgl. 25/10/ 2013,642/1/JB/ 2011 Tgl. 03/01/ 2011,256 / 1.824. 2 /2014 Tgl. 15/07/ 2014,2216/IMB/80 Tgl. 02/06/ 1980,,,'24 JAM,'24 JAM,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Indomaret,PT. Indomarco Prismatama,Jl. Hadiah II RT.08/011 No.32,140 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 34266 Tgl. 25/10/ 2013,435/5/JB/ 2013 Tgl. 30/05/ 2013,183/1.824.2/2013 Tgl. 23/04/ 2014,10061/IMB/97 Tgl. 27/11/ 1997,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Indomaret,PT. Indomarco Prismatama,Jl. Kav. Polri Blok E VI 1393 B-C RT.009/02,140 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,,125/1.824.2/2014 Tgl. 04/04/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Circle K,PT. Circleka Indonesia Utama,Jl. Empang Bahagia Raya No. 2 RT.001/02,180 M,00012-05/ PB/P/1.824.271 Tgl. 27/08/ 2010,09.04.1.46.30753,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Jelambar,Dan Dan,PT. Sumber Indah Lestari,Jl. Kav. Polri Blok F VIII/1601 RT.008/02 ,120 M,,,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Tomang Utara I RW.010,180 M,0025/PB/ VII/BPPT/ 2011,09.02.1.51. 283.58,278/JB/ 2009,,01470/ IMB/78,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Tawakal VI No. 17 RT.010/09,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,449/JB/ 2010,,23/IMB/ 2005,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman S Parman No. 109 A RT.007/03,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,148/VI/JB/ 2009,249/1.824.01,4028/IMB/2008,,3743/-1.824. 26 Tgl. 29-06- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tomang,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Tawakal Raya No. 10 RT.003/09,140 M,0025/PB/ VII/BPPT/ 2011,09.02.151. 28366,279/JB/ 2009,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Indomaret,PT. Indomarco Prismatama,Jl. Mandala Utara No. 16 ,150 M,00254-02/ PB/P/1.824.271,"09,02,5,47, 31262 Tgl. 18/08/ 2010",359/VII/JB/2010 Tgl. 16/07/ 2010,470/1.824. 00/2014 Tgl. 23/09/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Indomaret,PT. Indomarco Prismatama,Jl. Tomang Tinggi Raya No. 1 RT.006/07,150 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,609/7/JB/ 2013 Tgl. 18/07/ 2013,,14574/ IMB/95 Tgl. 13/12/ 1995,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Indomaret,PT. Indomarco Prismatama,Jl. Gelong Baru Raya No. 16,160 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,1836/2009,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Indomaret,PT. Indomarco Prismatama,Jl. Tomang Utara 1 No. 68 RT.001/010,160 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,196/5/JB/ 2012 Tgl. 16/05/ 2012,382/1.824. 00 /2014 Tgl. 16/07/ 2014,03603/ IMB/2003 Tgl. 30/06/ 2003,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Indomaret,PT. Indomarco Prismatama,Jl. Tawakal 6 No. 2 RT.010/09,120 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,803/10/JB/ 2013 Tgl. 10/10/ 2013,,00023/ IMB/2005 Tgl. 03/01/ 2005,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Indomaret,PT. Indomarco Prismatama,Jl. Tawakal Raya / Jl. Kyai Tapa Apart. Gloria RT.003/09,120 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,166/4/JB/ 2012 Tgl. 26/04/ 2012,372/1.824. 00/2012 Tgl. 07/09/ 2012,,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tomang,Circle K,PT. Circleka Indonesia,Taman S. Parman Blok A No. 1 E RT.007/08,100 M,,,51/II/JB/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Circle K,PT. Circleka Indonesia,Jl. Kyai Tapa No. 261,100 M,,,,,646/IMB/ 1991,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tomang,Lawson,PT. Midi Utama Indonesia,Jl. Tomang Utara II No. 47 RT.008/010,200 M,0032/PB/ VII/ BPPMPT/ 2013,30.06.1.46. 04463 Tgl. 31/07/ 2013,,,10224/ IMB/2002,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Lawson,PT. Midi Utama Indonesia,Jl. Mandala Raya No. 7 RT.001/01,200 M,0032/PB/ VII/ BPPMPT/ 2013,30.06.1.46. 04463 Tgl. 31/07/ 2013,528/10/JB/ 2010,,11623/ IMB/2010,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tomang,Ceria Mart,Rian Hakiki,Jl. Tg. Gedong Raya No. 2 RT.002/09,180 M,,,279/X/JB/ 2009,,,,,'07.00,'22.00,,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Daan Mogot 21 RT.002/01,160 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Tg. Duren Raya No. 06 RT.010/02,180 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,344/JB/ 2006,,24/IMB/B/74,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Indomaret,PT. Indomarco Prismatama,Jl. Tg. Duren Utara No. 450 RT.004/03,180 M,00254-02/ PB/P/1.824. 271,09.01.1.46. 02196,,311/-1.824. 271.00 Tgl. 09/09/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Indomaret,PT. Indomarco Prismatama,Jl. TDR 11 A-B RT.001/04,200 M,00254-02/ PB/P/1.824. 271,09.01.1.46. 02196,633/7/JB/ 2013 Tgl. 30/07/ 2013,276/1.824. 01/VIII/2014 Tgl. 06/08/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Indomaret,PT. Indomarco Prismatama,Jl. Tg. Duren Raya No. 04 A RT.001/06,120 M,00254-02/ PB/P/1.824. 271,09.02.5.47. 34310 Tgl. 25/10/ 2013,701/12/JB/ 2014 Tgl. 17/12/ 2014,349/1.824. 01/2014 Tgl. 05/11/ 2014,6835/IMB/83 Tgl. 24/05/ 1983,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Indomaret,PT. Indomarco Prismatama,Jl. TDB III No. 2 RT.006/05,140 M,13297-03/ PK/1.824. 271 Tgl. 27/03/ 2014,09.02.3.46. 12921 Tgl. 04/04/ 2014,165/4/JB/ 2014 Tgl. 14/04/ 2014,079/1.824. 271/00 Tgl. 03/03/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Bonjour,Wospodo Chepy,Jl. Daan Mogot Kav. 49-55 RT.005/01,,,,,,,,,'07.00,'22.00,,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Handy Mart Arthama,Handi Jatna,Jl. Tg. Duren Raya No. 363 RT.011/02,,,,,,,,,'07.00,'22.00,,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,Fresh Mart,Dwi Rina,Jl. Tg. Duren Raya No. 7C,,,,,,,,,'07.00,'22.00,,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Grogol,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Dr. Muwardi II/26 RT.009/02,180 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 33018,290/X/JB/ 2009,154/1.824.01/2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Grogol,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Dr. Susilo 3 RT.004/05,180 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47. 33020,384/XII/JB/2006,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Grogol,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Semeru Raya RT.007/07,180 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Grogol,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Dr. Susilo III No. 11 A RT.007/05,140 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,384/XII/JB/2006,,9642/IMB/2001,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Grogol,Indomaret,PT. Indomarco Prismatama,Jl. Dr. Muwardi 4 / 18 RT.001/02,160 M,00254-02/ PB/P/1.824.271,09.02.5.47. 34309 Tgl. 25/10/ 2013,61/I/JB/ 2013 Tgl. 29/01/ 2013,288/1.824. 01/2014 Tgl. 05/11/ 2014,10029/ IMB/84 Tgl. 04/08/ 1984,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Grogol,Indomaret,PT. Indomarco Prismatama,Jl. Semeru Raya No. 21 RT.010/010,180 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,282/X/JB/ 2009,,,,,'07.00,'22.00,Sewa,> 500 M,PHT,,
Jakarta Barat,Grogol Petamburan,Grogol,Indomaret,PT. Indomarco Prismatama,Jl. Dr. Muwardi I/44 RT.015/03,180 M,00254-02/ PB/P/1.824.271,09.02.2.52. 00238 Tgl. 04/10/ 2013,133/I/DU/ JB/9/2013 Tgl. 13/09/ 2013,141/1.824. 01/2013 Tgl. 25/04/ 2013,549/PIMB/PB/B/82 Tgl. 16/04/ 1982,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Grogol,Alfa Midi,PT. Midi Utama Indonesia,Jl. Dr. Muwardi 1 No. 23 RT.001/04,120 M,0032/PB/ VII/ BPPMPT/ 2013,30.06.1.46. 04463 Tgl. 31/07/ 2013,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Grogol,Ceria Mart,,Jl. Muwardi 2 No. 41 A RT.008/02,120 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Grogol,Ceria Mart,,Jl. Muwardi Raya RT.014/03,120 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Indraloka Raya Blok G IX 09-46 D ,130 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,345/XII/JB/2006,,850/IMB/ 2000,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,Indomaret,PT. Indomarco Prismatama,Jl. Dutamas Blok BI No. 11 RT.013/09,130 M,"0018/1,824,221/0110 Tgl. 06/01/ 2010","09,02,3,51,10439 Tgl. 13/01/ 2010",04/I/JB/ 2010 Tgl. 15/01/ 2010,0470/1.824. 09/12 Tgl. 06/09/ 2012,00884/ IMB/1989 Tgl. 06/02/ 1989,,4705/-1.824. 26 Tgl. 31-08- 2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,Indomaret,PT. Indomarco Prismatama,Jl. Prima Indah Utama No.1 RT.011/03 ,120 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,398/5/JB/ 2013 Tgl. 17/05/ 2013,0462 / 1.824. 08/14 Tgl. 26/08/ 2014,05591/ IMB/2007 Tgl. 17/07/ 2007,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,Alfa Midi,PT. Midi Utama Indonesia,Jl. Swadaya Raya G VIII/ 1756 RT.002/06,120 M,0032/PB/ VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/ 2013,551/11/JB/ 2010,,10706/ IMB/2010,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,Ceria Mart,,Jl. Utama Sakti Raya No. 9 RT.003/07,140 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,Ceria Mart,,Jl. Prima Utama No. 1 RT.011/02 ,140 M,,,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,Indomaret,PT. Indomarco Prismatama,Jl. Tanjung Duren Raya No. 17 RT.001/05,160 M,00254-02/ PB/P/1.824.271,09.02.5.47. 34263 Tgl. 25/10/ 2013,141/I/DU/ JB/9/2013 Tgl. 20/09/ 2013,441/1.824.01.V/2014 Tgl. 21/05/ 2014,10868/ IMB/80 Tgl. 15/09/ 1980,,,'24 Jam,'24 jam,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,Indomaret,PT. Indomarco Prismatama,Jl. Tanjung Duren Timur VI/193 RT.007/03,160 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,748/9/JB/ 2013 Tgl. 26/09/ 2013,893/1.824. 01/XI//2014 Tgl. 05/11/ 2014,6853/IMB/1983,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,Indomaret,PT. Indomarco Prismatama,Tg. Duren Raya Lama No. 822 RT.001/02,180 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,1075/12/JB/2013 Tgl. 20/12/ 2013,1032/1.824. 01/XII/2014 Tgl. 18/12/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,Indomaret,PT. Indomarco Prismatama,Tanjung Duren Timur 110 BC RT.009/05,180 M,00254-02/ PB/P/1.824.271,09.01.1.46. 02196,,707/1.824. 01/IX/2014 Tgl. 10/09/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,Lawson,PT. Midi Utama Indonesia,Jl. Raya Tanjung Duren Selatan No. 83 RT.006/05,200 M,0032/PB/ VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/ 2013,,,,,,'07.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,Alfa Midi,PT. Midi Utama Indonesia,Jl. Tg. Duren Raya No. 633 Blok 1 ,120 M,0032/PB/ VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46. 04463 Tgl. 31/07/ 2013,987/11/JB/ 2013 Tgl. 29/11/ 2013,936/1.824. 01/XI/2013 Tgl. 20/11/ 2013,1571/PIMB-PB/B/ 1989,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,Family Mart,PT. Fajar Mitra Indah,Tanjung Duren Raya No. 1 RT.003/05,200 M,,903146782. 75,443/5/JB/ 2013 Tgl. 31/05/ 2013,790/1.824. 01/X/2014 Tgl. 06/10/ 2014,3776/IMB/2012 Tgl. 29/03/ 2012,,,'24 Jam,'24 jam,,> 500 M,KKT/ KPD,,
